osm_id,ags,ort,plz,landkreis,bundesland
1104550,08335001,Aach,78267,Landkreis Konstanz,Baden-Württemberg
1255910,07235001,Aach,54298,Landkreis Trier-Saarburg,Rheinland-Pfalz
62564,05334002,Aachen,52062,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52064,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52066,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52068,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52070,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52072,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52074,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52076,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52078,Städteregion Aachen,Nordrhein-Westfalen
62564,05334002,Aachen,52080,Städteregion Aachen,Nordrhein-Westfalen
915486,08136088,Aalen,73430,Ostalbkreis,Baden-Württemberg
915486,08136088,Aalen,73431,Ostalbkreis,Baden-Württemberg
915486,08136088,Aalen,73432,Ostalbkreis,Baden-Württemberg
915486,08136088,Aalen,73433,Ostalbkreis,Baden-Württemberg
915486,08136088,Aalen,73434,Ostalbkreis,Baden-Württemberg
413109,06439001,Aarbergen,65326,Rheingau-Taunus-Kreis,Hessen
448770,01061001,Aasbüttel,25560,Kreis Steinburg,Schleswig-Holstein
158409,09576111,Abenberg,91183,Landkreis Roth,Bayern
956651,09273111,Abensberg,93326,Landkreis Kelheim,Bayern
1244276,07134001,Abentheuer,55767,Landkreis Birkenfeld,Rheinland-Pfalz
1015097,09577111,Absberg,91720,Landkreis Weißenburg-Gunzenhausen,Bayern
410485,08125001,Abstatt,74232,Landkreis Heilbronn,Baden-Württemberg
2389084,16065001,Abtsbessingen,99713,Kyffhäuserkreis,Thüringen
915445,08136002,Abtsgmünd,73453,Ostalbkreis,Baden-Württemberg
537061,06431001,Abtsteinach,69518,Kreis Bergstraße,Hessen
283691,09675111,Abtswind,97355,Landkreis Kitzingen,Bayern
1244067,07133001,Abtweiler,55568,Landkreis Bad Kreuznach,Rheinland-Pfalz
2806596,08436001,Achberg,88147,Landkreis Ravensburg,Baden-Württemberg
452972,08317001,Achern,77855,Ortenaukreis,Baden-Württemberg
1182036,03361001,Achim,28832,Landkreis Verden,Niedersachsen
959175,09276111,Achslach,94250,Landkreis Regen,Bayern
2801019,08426001,Achstetten,88480,Landkreis Biberach,Baden-Württemberg
548033,07137001,Acht,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz
1246405,07134002,Achtelsbach,55767,Landkreis Birkenfeld,Rheinland-Pfalz
548502,01058001,Achterwehr,24239,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
1417214,01054001,Achtrup,25917,Kreis Nordfriesland,Schleswig-Holstein
2825844,08117001,Adelberg,73099,Landkreis Göppingen,Baden-Württemberg
1399100,03159001,Adelebsen,37139,Landkreis Göttingen,Niedersachsen
1796300,03351001,Adelheidsdorf,29352,Landkreis Celle,Niedersachsen
915446,08136003,Adelmannsfelden,73486,Ostalbkreis,Baden-Württemberg
943553,09176111,Adelschlag,85111,Landkreis Eichstätt,Bayern
1016518,09572111,Adelsdorf,91325,Landkreis Erlangen-Höchstadt,Bayern
403733,08225001,Adelsheim,74740,Neckar-Odenwald-Kreis,Baden-Württemberg
534077,09571111,Adelshofen,91587,Landkreis Ansbach,Bayern
933549,09179111,Adelshofen,82276,Landkreis Fürstenfeldbruck,Bayern
452562,09772111,Adelsried,86477,Landkreis Augsburg,Bayern
163655,09771111,Adelzhausen,86559,Landkreis Aichach-Friedberg,Bayern
1060416,07131001,Adenau,53518,Landkreis Ahrweiler,Rheinland-Pfalz
1246784,07336001,Adenbach,67742,Landkreis Kusel,Rheinland-Pfalz
1363679,03151001,Adenbüttel,38528,Landkreis Gifhorn,Niedersachsen
1392133,03355001,Adendorf,21365,Landkreis Lüneburg,Niedersachsen
191347,09274111,Adlkofen,84166,Landkreis Landshut,Bayern
391131,13072001,Admannshagen-Bargeshagen,18211,Landkreis Rostock,Mecklenburg-Vorpommern
443610,14523010,Adorf/Vogtland,08626,Vogtlandkreis,Sachsen
448016,01061002,Aebtissinwisch,25572,Kreis Steinburg,Schleswig-Holstein
1169356,03252001,Aerzen,31855,Landkreis Hameln-Pyrmont,Niedersachsen
405290,08118001,Affalterbach,71563,Landkreis Ludwigsburg,Baden-Württemberg
393482,09771112,Affing,86444,Landkreis Aichach-Friedberg,Bayern
1992924,03251001,Affinghausen,27257,Landkreis Diepholz,Niedersachsen
1171872,07232001,Affler,54689,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
445842,03359001,Agathenburg,21684,Landkreis Stade,Niedersachsen
448765,01061003,Agethorst,25560,Kreis Steinburg,Schleswig-Holstein
403747,08225002,Aglasterhausen,74858,Neckar-Odenwald-Kreis,Baden-Württemberg
191355,09274112,Aham,84168,Landkreis Landshut,Bayern
162877,05554004,Ahaus,48683,Kreis Borken,Nordrhein-Westfalen
965596,03357001,Ahausen,27367,Landkreis Rotenburg (Wümme),Niedersachsen
1408072,13075001,Ahlbeck,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
1808860,03358001,Ahlden,29693,Landkreis Heidekreis,Niedersachsen
548612,01058175,Ahlefeld-Bistensee,24358,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
152285,05570004,Ahlen,59227,Kreis Warendorf,Nordrhein-Westfalen
152285,05570004,Ahlen,59229,Kreis Warendorf,Nordrhein-Westfalen
446435,03359002,Ahlerstedt,21702,Landkreis Stade,Niedersachsen
2409456,15087010,Ahlsdorf,06313,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
1273264,16069001,Ahlstädt,98553,Landkreis Hildburghausen,Thüringen
530915,06633001,Ahnatal,34292,Landkreis Kassel,Hessen
1145086,01059102,Ahneby,24996,Kreis Schleswig-Flensburg,Schleswig-Holstein
1797682,03351002,Ahnsbeck,29353,Landkreis Celle,Niedersachsen
1169362,03257001,Ahnsen,31708,Landkreis Schaumburg,Niedersachsen
959667,09278112,Aholfing,94345,Landkreis Straubing-Bogen,Bayern
959803,09271111,Aholming,94527,Landkreis Deggendorf,Bayern
401808,08128138,Ahorn,74744,Main-Tauber-Kreis,Baden-Württemberg
956872,09473112,Ahorn,96482,Landkreis Coburg,Bayern
1071012,09472111,Ahorntal,95491,Landkreis Bayreuth,Bayern
1021829,07131002,Ahrbrück,53506,Landkreis Ahrweiler,Rheinland-Pfalz
382442,01055001,Ahrensbök,23623,Kreis Ostholstein,Schleswig-Holstein
453746,01062001,Ahrensburg,22926,Kreis Stormarn,Schleswig-Holstein
1318349,12060005,Ahrensfelde,16356,Landkreis Barnim,Brandenburg
374204,13073001,Ahrenshagen-Daskow,18320,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
1406816,01054002,Ahrenshöft,25853,Kreis Nordfriesland,Schleswig-Holstein
374244,13073002,Ahrenshoop,18347,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
1406979,01054003,Ahrenviöl,25885,Kreis Nordfriesland,Schleswig-Holstein
1406977,01054004,Ahrenviölfeld,24896,Kreis Nordfriesland,Schleswig-Holstein
1406977,01054004,Ahrenviölfeld,25885,Kreis Nordfriesland,Schleswig-Holstein
161897,09771113,Aichach,86551,Landkreis Aichach-Friedberg,Bayern
958122,09275111,Aicha vorm Wald,94529,Landkreis Passau,Bayern
2792688,08117002,Aichelberg,73101,Landkreis Göppingen,Baden-Württemberg
935172,09774166,Aichen,86479,Landkreis Günzburg,Bayern
943754,08325001,Aichhalden,78733,Landkreis Rottweil,Baden-Württemberg
2806735,08436003,Aichstetten,88317,Landkreis Ravensburg,Baden-Württemberg
2796466,08116081,Aichtal,72631,Landkreis Esslingen,Baden-Württemberg
2792901,08116076,Aichwald,73773,Landkreis Esslingen,Baden-Württemberg
958099,09275112,Aidenbach,94501,Landkreis Passau,Bayern
388769,09674111,Aidhausen,97491,Landkreis Haßberge,Bayern
722153,08115001,Aidlingen,71134,Landkreis Böblingen,Baden-Württemberg
956660,09273113,Aiglsbach,84089,Landkreis Kelheim,Bayern
535001,07143200,Ailertchen,56459,Westerwaldkreis,Rheinland-Pfalz
162453,09771114,Aindling,86447,Landkreis Aichach-Friedberg,Bayern
941761,09172111,Ainring,83404,Landkreis Berchtesgadener Land,Bayern
956819,09773111,Aislingen,89344,Landkreis Dillingen an der Donau,Bayern
959661,09278113,Aiterhofen,94330,Landkreis Straubing-Bogen,Bayern
1244183,08336004,Aitern,79677,Landkreis Lörrach,Baden-Württemberg
2806736,08436004,Aitrach,88319,Landkreis Ravensburg,Baden-Württemberg
447974,09777111,Aitrang,87648,Landkreis Ostallgäu,Bayern
1329407,15082005,Aken (Elbe),06385,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1329407,15082005,Aken (Elbe),06386,Landkreis Anhalt-Bitterfeld,Sachsen-Anhalt
1284770,15090003,Aland,39615,Landkreis Stendal,Sachsen-Anhalt
2186953,09187186,Albaching,83544,Landkreis Rosenheim,Bayern
2786234,08337002,Albbruck,79774,Landkreis Waldshut,Baden-Württemberg
423032,01051001,Albersdorf,25767,Kreis Dithmarschen,Schleswig-Holstein
2778355,16074001,Albersdorf,07646,Saale-Holzland-Kreis,Thüringen
2792707,08117003,Albershausen,73095,Landkreis Göppingen,Baden-Württemberg
1252774,07337001,Albersweiler,76857,Landkreis Südliche Weinstraße,Rheinland-Pfalz
283563,09675112,Albertshofen,97320,Landkreis Kitzingen,Bayern
1246578,07336002,Albessen,66871,Landkreis Kusel,Rheinland-Pfalz
1248583,07331001,Albig,55234,Landkreis Alzey-Worms,Rheinland-Pfalz
1254398,07333001,Albisheim (Pfrimm),67308,Donnersbergkreis,Rheinland-Pfalz
1471102,01053001,Albsfelde,23909,Kreis Herzogtum Lauenburg,Schleswig-Holstein
2779017,08417079,Albstadt,72458,Zollernalbkreis,Baden-Württemberg
2779017,08417079,Albstadt,72459,Zollernalbkreis,Baden-Württemberg
2779017,08417079,Albstadt,72461,Zollernalbkreis,Baden-Württemberg
158407,05358004,Aldenhoven,52457,Kreis Düren,Nordrhein-Westfalen
958104,09275114,Aldersbach,94501,Landkreis Passau,Bayern
1231975,08327002,Aldingen,78554,Landkreis Tuttlingen,Baden-Württemberg
962467,09779111,Alerheim,86733,Landkreis Donau-Ries,Bayern
1015138,09577113,Alesheim,91793,Landkreis Weißenburg-Gunzenhausen,Bayern
568238,09774111,Aletshausen,86480,Landkreis Günzburg,Bayern
1269727,07135001,Alf,56859,Landkreis Cochem-Zell,Rheinland-Pfalz
401623,08119001,Alfdorf,73553,Rems-Murr-Kreis,Baden-Württemberg
401623,08119001,Alfdorf,73655,Rems-Murr-Kreis,Baden-Württemberg
966167,09574111,Alfeld,91236,Landkreis Nürnberger Land,Bayern
1168905,03254002,Alfeld (Leine),31061,Landkreis Hildesheim,Niedersachsen
1821138,03459001,Alfhausen,49594,Landkreis Osnabrück,Niedersachsen
1269816,07135002,Alflen,56828,Landkreis Cochem-Zell,Rheinland-Pfalz
1079020,03357002,Alfstedt,27432,Landkreis Rotenburg (Wümme),Niedersachsen
172095,05382004,Alfter,53347,Rhein-Sieg-Kreis,Nordrhein-Westfalen
91859,03254003,Algermissen,31191,Landkreis Hildesheim,Niedersachsen
238961,06632001,Alheim,36211,Landkreis Hersfeld-Rotenburg,Hessen
546611,07137201,Alken,56332,Landkreis Mayen-Koblenz,Rheinland-Pfalz
396563,16070001,Alkersleben,99310,Ilm-Kreis,Thüringen
1428588,01054005,Alkersum,25938,Kreis Nordfriesland,Schleswig-Holstein
1245131,07134003,Allenbach,55758,Landkreis Birkenfeld,Rheinland-Pfalz
443591,06635001,Allendorf,35108,Landkreis Waldeck-Frankenberg,Hessen
539713,07141001,Allendorf,56370,Rhein-Lahn-Kreis,Rheinland-Pfalz
1273287,16073001,Allendorf,07426,Landkreis Saalfeld-Rudolstadt,Thüringen
418611,06531001,Allendorf (Lumda),35469,Landkreis Gießen,Hessen
1244219,07133002,Allenfeld,55595,Landkreis Bad Kreuznach,Rheinland-Pfalz
2784841,08335002,Allensbach,78476,Landkreis Konstanz,Baden-Württemberg
158406,09576113,Allersberg,90584,Landkreis Roth,Bayern
30015,09178113,Allershausen,85391,Landkreis Freising,Bayern
2801344,08426005,Alleshausen,88422,Landkreis Biberach,Baden-Württemberg
933491,09179113,Alling,82239,Landkreis Fürstenfeldbruck,Bayern
445854,09772114,Allmannshofen,86695,Landkreis Augsburg,Bayern
2801315,08426006,Allmannsweiler,88348,Landkreis Biberach,Baden-Württemberg
2803631,08425002,Allmendingen,89604,Alb-Donau-Kreis,Baden-Württemberg
400939,08119003,Allmersbach im Tal,71573,Rems-Murr-Kreis,Baden-Württemberg
2397385,15087015,Allstedt,06542,Landkreis Mansfeld-Südharz,Sachsen-Anhalt
1567454,01054006,Almdorf,25821,Kreis Nordfriesland,Schleswig-Holstein
418894,07132001,Almersbach,57610,Landkreis Altenkirchen,Rheinland-Pfalz
58618,05170004,Alpen,46519,Kreis Wesel,Nordrhein-Westfalen
453150,07143202,Alpenrod,57642,Westerwaldkreis,Rheinland-Pfalz
453150,07143202,Alpenrod,57647,Westerwaldkreis,Rheinland-Pfalz
2411295,16068001,Alperstedt,99195,Landkreis Sömmerda,Thüringen
935834,08237002,Alpirsbach,72275,Landkreis Freudenstadt,Baden-Württemberg
532368,07143001,Alsbach,56237,Westerwaldkreis,Rheinland-Pfalz
452415,06432001,Alsbach-Hähnlein,64665,Landkreis Darmstadt-Dieburg,Hessen
157993,05334004,Alsdorf,52477,Städteregion Aachen,Nordrhein-Westfalen
422316,07132002,Alsdorf,57518,Landkreis Altenkirchen,Rheinland-Pfalz
1163504,07232002,Alsdorf,54668,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
1253873,07333003,Alsenz,67821,Donnersbergkreis,Rheinland-Pfalz
418327,06535001,Alsfeld,36304,Vogelsbergkreis,Hessen
1248686,07331002,Alsheim,67577,Landkreis Alzey-Worms,Rheinland-Pfalz
1332300,15089005,Alsleben,06425,Salzlandkreis,Sachsen-Anhalt
2792885,08116004,Altbach,73776,Landkreis Esslingen,Baden-Württemberg
1157542,01059001,Alt Bennebek,24848,Kreis Schleswig-Flensburg,Schleswig-Holstein
394333,13072002,Alt Bukow,18233,Landkreis Rostock,Mecklenburg-Vorpommern
1322902,12066008,Altdöbern,03229,Landkreis Oberspreewald-Lausitz,Brandenburg
190875,09274113,Altdorf,84032,Landkreis Landshut,Bayern
722061,08115002,Altdorf,71155,Landkreis Böblingen,Baden-Württemberg
902680,08116005,Altdorf,72655,Landkreis Esslingen,Baden-Württemberg
1252492,07337002,Altdorf,67482,Landkreis Südliche Weinstraße,Rheinland-Pfalz
966164,09574112,Altdorf bei Nürnberg,90518,Landkreis Nürnberger Land,Bayern
548573,01058003,Alt Duvenstedt,24782,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
548573,01058003,Alt Duvenstedt,24791,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
548573,01058003,Alt Duvenstedt,24811,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
1438081,13073003,Altefähr,18573,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
964628,09375113,Alteglofsheim,93087,Landkreis Regensburg,Bayern
168547,05962004,Altena,58762,Märkischer Kreis,Nordrhein-Westfalen
1021826,07131003,Altenahr,53505,Landkreis Ahrweiler,Rheinland-Pfalz
1244034,07133003,Altenbamberg,55585,Landkreis Bad Kreuznach,Rheinland-Pfalz
148072,05774004,Altenbeken,33184,Kreis Paderborn,Nordrhein-Westfalen
455484,14628010,Altenberg,01773,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
455484,14628010,Altenberg,01778,Landkreis Sächsische Schweiz-Osterzgebirge,Sachsen
2458400,16074002,Altenberga,07768,Saale-Holzland-Kreis,Thüringen
155779,05566004,Altenberge,48341,Kreis Steinfurt,Nordrhein-Westfalen
1273353,16073002,Altenbeuthen,07338,Landkreis Saalfeld-Rudolstadt,Thüringen
394512,09676111,Altenbuch,97901,Landkreis Miltenberg,Bayern
1263721,16077001,Altenburg,04600,Landkreis Altenburger Land,Thüringen
537133,07141002,Altendiez,65624,Rhein-Lahn-Kreis,Rheinland-Pfalz
962080,09376112,Altendorf,92540,Landkreis Schwandorf,Bayern
1077529,09471111,Altendorf,96146,Landkreis Bamberg,Bayern
1246622,07336003,Altenglan,66885,Landkreis Kusel,Rheinland-Pfalz
1427896,13071002,Altenhagen,17091,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
1286652,15083020,Altenhausen,39343,Landkreis Börde,Sachsen-Anhalt
554562,01058004,Altenhof,24340,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
1424152,13071003,Altenhof,17209,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
554747,01058005,Altenholz,24161,Kreis Rendsburg-Eckernförde,Schleswig-Holstein
1252363,07336004,Altenkirchen,66903,Landkreis Kusel,Rheinland-Pfalz
1437950,13073004,Altenkirchen,18556,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
418895,07132501,Altenkirchen (Westerwald),57610,Landkreis Altenkirchen,Rheinland-Pfalz
382409,01055002,Altenkrempe,23730,Kreis Ostholstein,Schleswig-Holstein
1026858,09478111,Altenkunstadt,96264,Landkreis Lichtenfels,Bayern
941639,09189111,Altenmarkt an der Alz,83352,Landkreis Traunstein,Bayern
1460228,03360001,Altenmedingen,29575,Landkreis Uelzen,Niedersachsen
447188,01061004,Altenmoor,25335,Kreis Steinburg,Schleswig-Holstein
452561,09772115,Altenmünster,86450,Landkreis Augsburg,Bayern
374185,13073005,Altenpleen,18445,Landkreis Vorpommern-Rügen,Mecklenburg-Vorpommern
2796467,08116006,Altenriet,72657,Landkreis Esslingen,Baden-Württemberg
450108,06440001,Altenstadt,63674,Wetteraukreis,Hessen
936742,09190111,Altenstadt,86972,Landkreis Weilheim-Schongau,Bayern
941073,09775111,Altenstadt,89281,Landkreis Neu-Ulm,Bayern
1059433,09374111,Altenstadt an der Waldnaab,92665,Landkreis Neustadt an der Waldnaab,Bayern
1174479,08235006,Altensteig,72213,Landkreis Calw,Baden-Württemberg
964624,09375114,Altenthann,93177,Landkreis Regensburg,Bayern
1427888,13071004,Altentreptow,17087,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
1204726,07140001,Alterkülz,56288,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
180669,09679165,Altertheim,97237,Landkreis Würzburg,Bayern
191496,09274114,Altfraunhofen,84169,Landkreis Landshut,Bayern
933521,09179114,Althegnenberg,82278,Landkreis Fürstenfeldbruck,Bayern
2802280,08426008,Altheim,88499,Landkreis Biberach,Baden-Württemberg
2803632,08425004,Altheim,89605,Alb-Donau-Kreis,Baden-Württemberg
2790973,08425005,Altheim (Alb),89174,Alb-Donau-Kreis,Baden-Württemberg
933498,08235007,Althengstett,75382,Landkreis Calw,Baden-Württemberg
1250687,07340201,Althornbach,66484,Landkreis Südwestpfalz,Rheinland-Pfalz
400938,08119004,Althütte,71566,Rems-Murr-Kreis,Baden-Württemberg
1318343,12060012,Althüttendorf,16247,Landkreis Barnim,Brandenburg
2020631,13072004,Altkalen,17179,Landkreis Rostock,Mecklenburg-Vorpommern
1451540,13076001,Alt Krenzlin,19288,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
1332946,12064029,Altlandsberg,15345,Landkreis Märkisch-Oderland,Brandenburg
1269719,07135003,Altlay,56858,Landkreis Cochem-Zell,Rheinland-Pfalz
1249748,07332001,Altleiningen,67316,Landkreis Bad Dürkheim,Rheinland-Pfalz
1249748,07332001,Altleiningen,67317,Landkreis Bad Dürkheim,Rheinland-Pfalz
453415,08226003,Altlußheim,68804,Rhein-Neckar-Kreis,Baden-Württemberg
943548,09176112,Altmannstein,93336,Landkreis Eichstätt,Bayern
1284744,15090007,Altmärkische Höhe,39606,Landkreis Stendal,Sachsen-Anhalt
1284744,15090007,Altmärkische Höhe,39615,Landkreis Stendal,Sachsen-Anhalt
1284749,15090008,Altmärkische Wische,39615,Landkreis Stendal,Sachsen-Anhalt
1444893,13074001,Alt Meteln,19069,Landkreis Nordwestmecklenburg,Mecklenburg-Vorpommern
414485,14522010,Altmittweida,09648,Landkreis Mittelsachsen,Sachsen
1467346,01053002,Alt Mölln,23881,Kreis Herzogtum Lauenburg,Schleswig-Holstein
167317,09174111,Altomünster,85250,Landkreis Dachau,Bayern
942029,09171111,Altötting,84503,Landkreis Altötting,Bayern
1259135,07231001,Altrich,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
418402,07338001,Altrip,67122,Rhein-Pfalz-Kreis,Rheinland-Pfalz
1171858,07232003,Altscheid,54636,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
1424389,13071001,Alt Schwerin,17214,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
2808120,08436005,Altshausen,88361,Landkreis Ravensburg,Baden-Württemberg
1269731,07135004,Altstrimmig,56858,Landkreis Cochem-Zell,Rheinland-Pfalz
1996945,13072003,Alt Sührkow,17166,Landkreis Rostock,Mecklenburg-Vorpommern
1427539,13075002,Alt Tellin,17129,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
1332921,12064009,Alt Tucheband,15328,Landkreis Märkisch-Oderland,Brandenburg
957781,09780112,Altusried,87452,Landkreis Oberallgäu,Bayern
1408065,13075003,Altwarp,17375,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
1241628,07140002,Altweidelbach,55469,Rhein-Hunsrück-Kreis,Rheinland-Pfalz
1410793,13075004,Altwigshagen,17379,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
1451533,13076002,Alt Zachun,19230,Landkreis Ludwigslust-Parchim,Mecklenburg-Vorpommern
1388877,12061005,Alt Zauche-Wußwerk,15913,Landkreis Dahme-Spreewald,Brandenburg
442764,01060002,Alveslohe,25486,Kreis Segeberg,Schleswig-Holstein
534148,09671111,Alzenau,63755,Landkreis Aschaffenburg,Bayern
902672,07331003,Alzey,55232,Landkreis Alzey-Worms,Rheinland-Pfalz
62772,09361000,Amberg,92224,,Bayern
958187,09778111,Amberg,86854,Landkreis Unterallgäu,Bayern
1846190,03355002,Amelinghausen,21385,Landkreis Lüneburg,Niedersachsen
2156163,09187113,Amerang,83123,Landkreis Rosenheim,Bayern
962454,09779112,Amerdingen,86735,Landkreis Donau-Ries,Bayern
9206494,16071102,Am Ettersberg,99439,Landkreis Weimarer Land,Thüringen
1286625,15083025,Am Großen Bruch,39393,Landkreis Börde,Sachsen-Anhalt
1171847,07232004,Ammeldingen an der Our,54675,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
1171880,07232005,Ammeldingen bei Neuerburg,54673,Eifelkreis Bitburg-Prüm,Rheinland-Pfalz
176780,12072002,Am Mellensee,15838,Landkreis Teltow-Fläming,Brandenburg
2778907,08416048,Ammerbuch,72119,Landkreis Tübingen,Baden-Württemberg
1016395,09573111,Ammerndorf,90614,Landkreis Fürth,Bayern
312038,01062090,Ammersbek,22949,Kreis Stormarn,Schleswig-Holstein
1028553,09371111,Ammerthal,92260,Landkreis Amberg-Sulzbach,Bayern
2799906,16061116,Am Ohmberg,37345,Landkreis Eichsfeld,Thüringen
225501,06534001,Amöneburg,35287,Landkreis Marburg-Biedenkopf,Hessen
393471,09676112,Amorbach,63916,Landkreis Miltenberg,Bayern
941001,09183112,Ampfing,84539,Landkreis Mühldorf am Inn,Bayern
394330,13072005,Am Salzhaff,18233,Landkreis Rostock,Mecklenburg-Vorpommern
2770608,08425008,Amstetten,73340,Alb-Donau-Kreis,Baden-Württemberg
1851834,03355049,Amt Neuhaus,19273,Landkreis Lüneburg,Niedersachsen
422409,14521010,Amtsberg,09439,Erzgebirgskreis,Sachsen
2666038,16070028,Amt Wachsenburg,99334,Ilm-Kreis,Thüringen
2808296,08436006,Amtzell,88279,Landkreis Ravensburg,Baden-Württemberg
932296,09188117,Andechs,82346,Landkreis Starnberg,Bayern
1079012,03357003,Anderlingen,27446,Landkreis Rotenburg (Wümme),Niedersachsen
541666,07137003,Andernach,56626,Landkreis Mayen-Koblenz,Rheinland-Pfalz
2402486,15084012,An der Poststraße,06647,Burgenlandkreis,Sachsen-Anhalt
9205121,16065088,An der Schmücke,06556,Kyffhäuserkreis,Thüringen
9205121,16065088,An der Schmücke,06577,Kyffhäuserkreis,Thüringen
9205121,16065088,An der Schmücke,06578,Kyffhäuserkreis,Thüringen
2006684,03454001,Andervenne,49832,Landkreis Emsland,Niedersachsen
2411239,16068002,Andisleben,99189,Landkreis Sömmerda,Thüringen
453373,08226102,Angelbachtal,74918,Rhein-Neckar-Kreis,Baden-Württemberg
225487,06534002,Angelburg,35719,Landkreis Marburg-Biedenkopf,Hessen
396220,16070003,Angelroda,99338,Ilm-Kreis,Thüringen
941791,09172112,Anger,83454,Landkreis Berchtesgadener Land,Bayern
1334084,12073008,Angermünde,16278,Landkreis Uckermark,Brandenburg
1286657,15083030,Angern,39326,Landkreis Börde,Sachsen-Anhalt
1286657,15083030,Angern,39517,Landkreis Börde,Sachsen-Anhalt
444701,07138002,Anhausen,56584,Landkreis Neuwied,Rheinland-Pfalz
1424417,13071005,Ankershagen,17219,Landkreis Mecklenburgische Seenplatte,Mecklenburg-Vorpommern
1432550,13075005,Anklam,17389,Landkreis Vorpommern-Greifswald,Mecklenburg-Vorpommern
1817198,03459002,Ankum,49577,Landkreis Osnabrück,Niedersachsen
536625,14521020,Annaberg-Buchholz,09456,Erzgebirgskreis,Sachsen
2283775,15091010,Annaburg,06925,Landkreis Wittenberg,Sachsen-Anhalt
1252764,07337501,Annweiler am Trifels,76855,Landkreis Südliche Weinstraße,Rheinland-Pfalz
153400,05974004,Anröchte,59609,Kreis Soest,Nordrhein-Westfalen
2896623,16064073,Anrode,99976,Unstrut-Hainich-Kreis,Thüringen
62654,09561000,Ansbach,91522,,Bayern
548034,07137004,Anschau,56729,Landkreis Mayen-Koblenz,Rheinland-Pfalz
936943,09190113,Antdorf,82387,Landkreis Weilheim-Schongau,Bayern
418326,06535002,Antrifttal,36326,Vogelsbergkreis,Hessen
1060412,07131004,Antweiler,53533,Landkreis Ahrweiler,Rheinland-Pfalz
929824,09175111,Anzing,85646,Landkreis Ebersberg,Bayern
1176599,03257002,Apelern,31552,Landkreis Schaumburg,Niedersachsen
1187347,03451001,Apen,26689,Landkreis Ammerland,Niedersachsen
1285614,15081026,Apenburg-Winterfeld,38486,Altmarkkreis Salzwedel,Sachsen-Anhalt
446434,03359003,Apensen,21641,Landkreis Stade,Niedersachsen
932427,09181111,Apfeldorf,86974,Landkreis Landsberg am Lech,Bayern
957119,09778113,Apfeltrach,87742,Landkreis Unterallgäu,Bayern
2856439,16071001,Apolda,99510,Landkreis Weimarer Land,Thüringen
278581,03353001,Appel,21279,Landkreis Harburg,Niedersachsen
443484,01056001,Appen,25482,Kreis Pinneberg,Schleswig-Holstein
1245804,07339001,Appenheim,55437,Landkreis Mainz-Bingen,Rheinland-Pfalz
452982,08317005,Appenweier,77767,Ortenaukreis,Baden-Württemberg
1075157,07233201,Arbach,56769,Landkreis Vulkaneifel,Rheinland-Pfalz
534392,09571113,Arberg,91722,Landkreis Ansbach,Bayern
1060418,07131005,Aremberg,53533,Landkreis Ahrweiler,Rheinland-Pfalz
1285588,15081030,Arendsee (Altmark),39619,Altmarkkreis Salzwedel,Sachsen-Anhalt
1259126,07231003,Arenrath,54518,Landkreis Bernkastel-Wittlich,Rheinland-Pfalz
